validTime,station,runtime,M_0,M_1,M_2,M_3,M_4,M_5,M_6,M_7,M_8,M_9,obs
2021-03-07 12:00:00,1,2021-03-06 12:00:00,272.751,276.377,273.98,274.976,275.365,274.125,273.201,273.195,273.271,273.568,270.58
2021-03-07 12:00:00,2,2021-03-06 12:00:00,271.882,271.539,268.803,272.581,270.033,272.733,271.353,269.587,269.779,270.232,270.58
2021-03-07 12:00:00,3,2021-03-06 12:00:00,273.3,272.88,271.447,273.46,272.976,275.095,273.48,273.551,272.865,274.017,272.01
2021-03-08 12:00:00,1,2021-03-07 12:00:00,277.42,274.092,277.03,276.469,274.083,275.452,275.202,276.641,277.44,275.188,274.77
2021-03-08 12:00:00,2,2021-03-07 12:00:00,274.033,272.141,275.663,275.483,274.288,273.428,275.047,273.986,274.317,274.427,274.47
2021-03-08 12:00:00,3,2021-03-07 12:00:00,271.883,272.438,272.891,274.631,273.403,271.721,271.851,271.738,270.508,272.921,274.42
2021-03-09 12:00:00,1,2021-03-08 12:00:00,277.882,277.701,276.039,278.004,275.65,277.612,276.654,277.983,277.422,278.023,277.26
2021-03-09 12:00:00,2,2021-03-08 12:00:00,278.712,281.46,276.569,277.705,277.811,278.808,276.866,275.852,277.494,277.714,276.7
2021-03-09 12:00:00,3,2021-03-08 12:00:00,276.707,277.321,276.941,278.905,276.369,275.653,276.476,277.822,277.88,276.079,276.64
2021-03-10 12:00:00,1,2021-03-09 12:00:00,276.129,277.029,275.003,275.553,274.661,275.869,274.912,276.552,276.486,277.05,275.32
2021-03-10 12:00:00,2,2021-03-09 12:00:00,276.425,277.377,276.376,275.178,275.524,275.628,275.101,277.165,276.105,275.525,276.33
2021-03-10 12:00:00,3,2021-03-09 12:00:00,277.904,276.883,276.987,276.267,277.935,276.427,276.971,277.648,275.719,278.639,276.83
2021-03-11 12:00:00,1,2021-03-10 12:00:00,277.9,277.845,277.236,278.439,277.545,276.959,277.533,276.893,276.763,278.675,279.53
2021-03-11 12:00:00,2,2021-03-10 12:00:00,278.08,278.451,275.326,277.153,277.077,276.68,278.09,278.101,278.929,276.608,277.43
2021-03-11 12:00:00,3,2021-03-10 12:00:00,278.548,279.839,274.272,280.079,279.811,276.706,277.088,279.985,277.454,279.316,279.64
2021-03-12 12:00:00,1,2021-03-11 12:00:00,277.141,277.016,276.333,278.86,278.664,278.236,273.758,276.969,275.103,280.322,277.5
2021-03-12 12:00:00,2,2021-03-11 12:00:00,278.867,277.809,278.182,277.069,278.391,277.633,278.316,277.996,276.514,277.385,277.62
2021-03-12 12:00:00,3,2021-03-11 12:00:00,277.106,276.028,277.971,275.675,273.448,275.068,278.223,277.866,277.224,276.722,277.8
2021-03-13 12:00:00,1,2021-03-12 12:00:00,275.64,277.355,275.56,275.634,277.317,274.954,276.812,276.22,275.356,277.051,276.04
2021-03-13 12:00:00,2,2021-03-12 12:00:00,278.189,275.637,275.679,277.347,277.815,277.261,275.94,275.655,274.567,276.472,276.14
2021-03-13 12:00:00,3,2021-03-12 12:00:00,277.107,276.088,277.563,275.811,277.228,276.929,276.586,275.533,276.668,276.26,275.61
2021-03-14 12:00:00,1,2021-03-13 12:00:00,275.458,275.517,276.987,274.418,276.609,274.317,276.641,277.246,276.962,275.659,276.77
2021-03-14 12:00:00,2,2021-03-13 12:00:00,278.818,278.916,277.374,277.109,277.687,277.095,276.282,277.005,277.139,276.101,276.6
2021-03-14 12:00:00,3,2021-03-13 12:00:00,278.282,278.06,276.729,275.872,276.228,277.502,277.751,277.377,278.213,276.885,276.37
2021-03-15 12:00:00,1,2021-03-14 12:00:00,276.671,277.957,275.108,276.578,277.304,276.779,275.469,276.325,275.863,277.527,277.62
2021-03-15 12:00:00,2,2021-03-14 12:00:00,277.98,276.76,276.701,277.962,278.73,276.611,277.728,277.707,277.373,276.163,276.43
2021-03-15 12:00:00,3,2021-03-14 12:00:00,276.283,277.221,274.882,276.557,275.045,274.884,276.621,277.396,275.441,276.071,277.01
2021-03-16 12:00:00,1,2021-03-15 12:00:00,274.143,275.735,277.131,276.146,275.103,276.828,275.945,276.779,275.591,276.882,277.38
2021-03-16 12:00:00,2,2021-03-15 12:00:00,276.144,273.903,277.394,276.501,277.313,275.493,277.553,275.144,276.989,276.892,277.14
2021-03-16 12:00:00,3,2021-03-15 12:00:00,274.296,273.871,276.47,275.177,272.93,273.254,274.504,273.034,273.871,272.766,273.71
2021-03-17 12:00:00,1,2021-03-16 12:00:00,277.765,275.696,276.237,276.499,277.482,276.384,277.064,276.758,276.417,276.201,275.69
2021-03-17 12:00:00,2,2021-03-16 12:00:00,276.86,277.313,277.985,277.496,274.705,276.18,275.624,274.445,275.285,272.987,276.14
2021-03-17 12:00:00,3,2021-03-16 12:00:00,272.361,273.916,275.383,270.917,273.181,271.015,271.529,272.22,272.82,272.659,272.72
2021-03-18 12:00:00,1,2021-03-17 12:00:00,277.897,277.929,278.402,278.244,276.992,277.518,278.262,279.504,276.883,277.387,276.84
2021-03-18 12:00:00,2,2021-03-17 12:00:00,276.078,274.831,276.098,276.223,275.704,275.958,276.209,276.289,276.62,276.161,277.39
2021-03-18 12:00:00,3,2021-03-17 12:00:00,274.915,273.248,276.387,275.898,271.734,273.018,273.878,273.166,275.63,274.802,276.18
2021-03-19 12:00:00,1,2021-03-18 12:00:00,275.602,275.713,275.236,273.531,275.171,274.832,275.744,274.682,273.443,275.401,274.32
2021-03-19 12:00:00,2,2021-03-18 12:00:00,271.745,272.362,270.26,269.713,272.946,271.867,272.404,272.015,270.619,272.904,273.46
2021-03-19 12:00:00,3,2021-03-18 12:00:00,272.767,274.113,272.268,273.35,271.817,272.009,273.215,273.164,273.093,274.563,272.11
2021-03-20 12:00:00,1,2021-03-19 12:00:00,276.838,275.068,277.868,279.101,273.346,276.518,272.382,275.257,274.643,278.014,277.45
2021-03-20 12:00:00,2,2021-03-19 12:00:00,273.73,273.371,274.937,272.48,269.936,271.066,271.973,271.37,273.014,273.888,272.17
2021-03-20 12:00:00,3,2021-03-19 12:00:00,271.919,275.445,275.279,273.184,270.448,271.373,274.081,268.93,273.513,272.675,274.81
2021-03-21 12:00:00,1,2021-03-20 12:00:00,273.341,275.439,273.741,274.96,274.418,275.626,274.099,273.5,274.929,274.591,274.82
2021-03-21 12:00:00,2,2021-03-20 12:00:00,275.364,274.966,272.165,272.646,272.733,275.369,273.737,273.094,273.354,275.048,273.88
2021-03-21 12:00:00,3,2021-03-20 12:00:00,274.084,272.808,272.123,272.871,272.124,272.59,273.28,272.715,272.592,273.341,274.44
2021-03-22 12:00:00,1,2021-03-21 12:00:00,278.648,276.724,277.784,275.984,277.459,277.481,276.407,278.449,277.494,278.319,276.71
2021-03-22 12:00:00,2,2021-03-21 12:00:00,275.811,275.537,276.767,275.67,274.156,274.39,275.098,275.066,276.226,276.171,276.17
2021-03-22 12:00:00,3,2021-03-21 12:00:00,275.696,275.172,275.698,275.238,276.491,273.748,275.428,276.115,274.625,274.893,274.69
2021-03-23 12:00:00,1,2021-03-22 12:00:00,278.124,276.907,278.786,278.476,276.227,278.802,278.583,276.971,276.866,278.017,279.48
2021-03-23 12:00:00,2,2021-03-22 12:00:00,278.673,278.492,278.397,278.367,278.097,276.116,276.331,279.2,277.92,279.058,278.48
2021-03-23 12:00:00,3,2021-03-22 12:00:00,276.602,276.894,278.519,278.308,277.0,276.789,277.55,276.717,277.029,276.417,277.33
2021-03-24 12:00:00,1,2021-03-23 12:00:00,276.973,277.788,278.111,276.892,277.623,278.168,277.292,278.541,276.45,277.944,278.66
2021-03-24 12:00:00,2,2021-03-23 12:00:00,279.803,276.377,278.01,276.861,277.804,277.389,277.295,276.818,277.39,276.186,278.17
2021-03-24 12:00:00,3,2021-03-23 12:00:00,276.833,275.844,276.229,277.254,277.124,276.197,278.158,276.45,277.636,276.366,279.15
2021-03-25 12:00:00,1,2021-03-24 12:00:00,279.002,278.328,277.662,277.638,279.722,279.996,278.697,278.81,279.496,280.89,280.2
2021-03-25 12:00:00,2,2021-03-24 12:00:00,276.885,279.219,279.273,280.403,280.005,278.476,278.934,280.553,277.265,276.975,280.69
2021-03-25 12:00:00,3,2021-03-24 12:00:00,278.125,281.194,280.276,278.581,282.467,278.836,278.301,281.911,281.822,279.785,278.23
2021-03-26 12:00:00,1,2021-03-25 12:00:00,278.594,278.608,280.243,278.392,276.306,279.032,278.581,277.229,278.426,279.871,277.34
2021-03-26 12:00:00,2,2021-03-25 12:00:00,278.171,278.726,278.8,278.273,277.981,278.237,277.472,278.448,279.487,278.669,278.0
2021-03-26 12:00:00,3,2021-03-25 12:00:00,279.216,279.073,279.633,278.633,278.585,278.339,278.951,279.807,279.488,276.199,278.37
2021-03-27 12:00:00,1,2021-03-26 12:00:00,275.229,272.944,275.614,272.868,273.386,273.154,276.105,273.414,272.081,272.235,275.04
2021-03-27 12:00:00,2,2021-03-26 12:00:00,274.765,272.228,273.35,269.974,276.816,273.383,277.841,275.251,270.956,274.748,274.17
2021-03-27 12:00:00,3,2021-03-26 12:00:00,276.678,276.466,274.796,273.313,276.493,274.856,278.381,277.436,271.242,272.264,272.72
2021-03-28 12:00:00,1,2021-03-27 12:00:00,278.045,277.51,281.225,279.085,280.599,279.07,281.123,278.064,280.339,280.122,279.4
2021-03-28 12:00:00,2,2021-03-27 12:00:00,277.6,278.815,277.889,280.355,277.92,279.133,276.412,278.526,277.651,277.164,277.25
2021-03-28 12:00:00,3,2021-03-27 12:00:00,279.228,280.257,277.38,278.956,280.649,279.577,278.74,278.183,280.02,279.954,280.09
2021-03-29 12:00:00,1,2021-03-28 12:00:00,279.445,280.182,279.581,278.713,279.412,281.918,280.398,279.476,278.511,281.119,280.11
2021-03-29 12:00:00,2,2021-03-28 12:00:00,282.387,282.184,281.828,282.442,284.316,281.616,282.849,282.343,280.642,282.572,280.57
2021-03-29 12:00:00,3,2021-03-28 12:00:00,283.182,281.519,282.118,284.837,283.588,282.187,282.52,282.656,282.973,282.295,281.96
2021-03-30 12:00:00,1,2021-03-29 12:00:00,278.656,279.89,280.035,279.512,280.843,280.329,279.511,278.605,281.359,277.804,275.02
2021-03-30 12:00:00,2,2021-03-29 12:00:00,283.274,283.068,283.406,281.97,280.909,283.47,283.27,281.961,282.691,284.041,277.82
2021-03-30 12:00:00,3,2021-03-29 12:00:00,279.002,278.225,280.098,282.578,280.279,280.962,279.325,279.343,279.723,280.453,277.89
2021-03-31 12:00:00,1,2021-03-30 12:00:00,280.934,280.776,281.124,281.909,279.99,281.99,282.219,281.971,280.226,281.164,278.1
2021-03-31 12:00:00,2,2021-03-30 12:00:00,284.016,284.024,284.925,286.725,282.921,284.34,286.646,285.534,285.724,286.722,280.82
2021-03-31 12:00:00,3,2021-03-30 12:00:00,283.768,283.366,285.181,280.921,281.672,283.985,284.617,281.115,284.0,283.38,274.36
2021-04-01 12:00:00,1,2021-03-31 12:00:00,277.013,277.805,274.956,275.579,276.294,276.556,276.406,278.276,275.267,277.499,276.94
2021-04-01 12:00:00,2,2021-03-31 12:00:00,279.617,277.61,279.878,278.701,280.825,281.711,279.044,279.74,279.703,279.76,278.86
2021-04-01 12:00:00,3,2021-03-31 12:00:00,277.098,278.437,279.484,280.444,278.279,277.77,277.656,276.988,276.415,277.669,276.77
2021-04-02 12:00:00,1,2021-04-01 12:00:00,276.346,275.173,274.91,275.021,275.417,276.05,274.951,276.727,275.696,276.777,275.03
2021-04-02 12:00:00,2,2021-04-01 12:00:00,275.746,276.323,274.713,275.874,273.669,275.672,275.442,275.722,275.839,276.045,274.34
2021-04-02 12:00:00,3,2021-04-01 12:00:00,274.72,273.977,274.479,274.104,274.791,274.603,273.086,277.004,273.574,272.649,274.47
2021-04-03 12:00:00,1,2021-04-02 12:00:00,275.571,274.829,275.558,276.43,276.031,274.82,274.17,275.17,275.401,273.032,274.69
2021-04-03 12:00:00,2,2021-04-02 12:00:00,274.955,276.462,274.774,275.695,275.201,273.2,277.14,275.046,274.605,273.746,276.65
2021-04-03 12:00:00,3,2021-04-02 12:00:00,275.301,275.731,276.623,276.046,276.098,274.148,278.196,276.375,275.111,275.242,275.47
2021-04-04 12:00:00,1,2021-04-03 12:00:00,277.183,276.098,277.047,277.128,276.412,276.063,277.716,275.607,276.936,275.774,275.93
2021-04-04 12:00:00,2,2021-04-03 12:00:00,276.742,274.95,277.008,274.97,275.456,277.018,275.472,274.594,276.661,276.462,274.97
2021-04-04 12:00:00,3,2021-04-03 12:00:00,276.407,276.041,274.508,277.545,278.58,276.915,275.732,275.732,275.715,275.931,275.88
2021-04-05 12:00:00,1,2021-04-04 12:00:00,271.389,271.051,271.894,269.838,274.316,269.265,270.083,272.002,268.553,273.703,270.41
2021-04-05 12:00:00,2,2021-04-04 12:00:00,264.477,269.216,264.785,268.839,265.83,267.708,269.083,269.746,263.702,269.347,269.19
2021-04-05 12:00:00,3,2021-04-04 12:00:00,265.844,270.015,268.894,270.185,269.475,267.494,270.897,271.087,268.418,268.756,269.92
2021-04-06 12:00:00,1,2021-04-05 12:00:00,269.071,271.046,273.09,271.063,274.163,273.674,272.709,272.053,271.799,269.451,271.58
2021-04-06 12:00:00,2,2021-04-05 12:00:00,269.712,272.66,274.388,271.22,271.429,272.391,271.774,274.605,276.193,269.982,272.4
2021-04-06 12:00:00,3,2021-04-05 12:00:00,271.557,272.015,272.433,270.476,272.054,271.879,271.906,272.619,273.334,267.16,272.25
2021-04-07 12:00:00,1,2021-04-06 12:00:00,276.099,272.696,276.01,275.697,273.61,273.416,275.356,273.772,273.335,274.013,272.93
2021-04-07 12:00:00,2,2021-04-06 12:00:00,275.473,273.259,275.572,275.966,275.377,276.056,276.441,276.45,275.827,276.093,274.09
2021-04-07 12:00:00,3,2021-04-06 12:00:00,273.835,274.785,277.784,274.706,274.2,271.52,271.182,274.299,274.773,273.432,274.89
2021-04-08 12:00:00,1,2021-04-07 12:00:00,271.564,274.4,270.977,273.301,274.774,272.768,274.597,276.421,272.772,273.87,272.91
2021-04-08 12:00:00,2,2021-04-07 12:00:00,272.775,272.433,271.866,272.257,274.845,271.32,271.829,273.037,271.686,271.315,271.75
2021-04-08 12:00:00,3,2021-04-07 12:00:00,270.736,270.703,270.81,270.366,273.606,273.484,269.614,270.633,271.414,270.353,272.01
2021-04-09 12:00:00,1,2021-04-08 12:00:00,275.166,275.687,275.951,276.081,275.878,276.421,274.26,276.032,279.06,275.928,277.03
2021-04-09 12:00:00,2,2021-04-08 12:00:00,275.103,275.99,276.899,277.007,277.641,276.06,275.391,275.744,276.782,276.794,277.43
2021-04-09 12:00:00,3,2021-04-08 12:00:00,275.933,277.494,278.214,279.486,278.12,277.972,276.823,278.591,277.18,277.079,277.84
2021-04-10 12:00:00,1,2021-04-09 12:00:00,275.306,270.933,272.266,270.99,272.835,275.494,274.291,272.102,270.99,274.074,272.89
2021-04-10 12:00:00,2,2021-04-09 12:00:00,278.823,276.142,275.993,275.001,275.772,276.875,275.713,277.279,275.256,275.197,276.09
2021-04-10 12:00:00,3,2021-04-09 12:00:00,272.652,270.511,271.639,269.805,272.222,272.561,273.475,271.692,271.335,273.782,273.05
2021-04-11 12:00:00,1,2021-04-10 12:00:00,272.584,273.175,271.925,273.24,274.583,274.899,272.427,273.159,271.293,272.599,274.67
2021-04-11 12:00:00,2,2021-04-10 12:00:00,274.376,275.746,273.867,271.625,271.559,271.999,271.886,272.831,269.848,271.557,273.92
2021-04-11 12:00:00,3,2021-04-10 12:00:00,273.553,273.404,274.179,273.757,271.724,270.175,272.088,274.825,274.354,271.86,275.52
2021-04-12 12:00:00,1,2021-04-11 12:00:00,272.235,272.431,273.775,272.704,273.008,271.275,272.578,269.905,272.88,272.714,274.15
2021-04-12 12:00:00,2,2021-04-11 12:00:00,276.157,275.305,275.362,277.721,276.571,275.03,276.677,275.566,275.222,276.602,272.67
2021-04-12 12:00:00,3,2021-04-11 12:00:00,273.155,275.202,274.181,274.13,273.295,273.049,272.956,274.231,272.341,273.488,274.5
2021-04-13 12:00:00,1,2021-04-12 12:00:00,274.983,274.764,272.763,277.296,275.534,273.478,272.317,274.847,275.519,272.35,275.68
2021-04-13 12:00:00,2,2021-04-12 12:00:00,271.331,271.023,274.024,273.216,272.966,275.185,270.3,275.425,271.335,274.159,270.74
2021-04-13 12:00:00,3,2021-04-12 12:00:00,275.705,275.642,276.23,275.014,275.506,276.247,276.008,276.983,277.567,275.599,272.57
2021-04-14 12:00:00,1,2021-04-13 12:00:00,275.09,272.895,272.259,273.726,273.206,272.252,274.657,274.083,271.73,272.999,273.48
2021-04-14 12:00:00,2,2021-04-13 12:00:00,272.3,271.042,274.281,271.303,270.192,275.277,272.292,270.34,273.987,273.919,269.68
2021-04-14 12:00:00,3,2021-04-13 12:00:00,275.0,276.884,275.089,275.048,275.186,274.641,277.257,275.78,276.393,276.155,271.82
2021-04-15 12:00:00,1,2021-04-14 12:00:00,273.927,275.133,275.485,275.436,275.875,274.888,273.994,277.511,275.584,274.994,273.76
2021-04-15 12:00:00,2,2021-04-14 12:00:00,271.652,273.146,272.067,270.56,270.92,271.712,271.241,271.04,271.189,269.8,272.69
2021-04-15 12:00:00,3,2021-04-14 12:00:00,272.878,271.596,270.246,271.803,270.773,271.506,269.608,272.941,270.358,273.223,270.43
2021-04-16 12:00:00,1,2021-04-15 12:00:00,277.422,276.274,277.073,277.19,278.055,277.474,276.744,277.352,276.088,278.568,277.41
2021-04-16 12:00:00,2,2021-04-15 12:00:00,272.439,270.851,272.995,272.071,274.235,273.634,272.029,272.898,272.933,271.744,271.94
2021-04-16 12:00:00,3,2021-04-15 12:00:00,273.649,273.386,277.213,276.018,274.528,274.702,275.346,275.124,275.726,274.279,275.63
2021-04-17 12:00:00,1,2021-04-16 12:00:00,278.15,276.92,276.714,277.667,276.908,275.383,276.98,276.161,276.88,275.753,275.01
2021-04-17 12:00:00,2,2021-04-16 12:00:00,272.809,275.001,274.227,274.505,274.725,273.593,276.058,274.077,273.62,273.332,274.7
2021-04-17 12:00:00,3,2021-04-16 12:00:00,276.981,275.669,274.544,276.132,274.119,276.494,276.1,276.666,274.247,274.836,272.75
2021-04-18 12:00:00,1,2021-04-17 12:00:00,277.234,279.804,279.433,279.031,280.765,279.185,279.19,277.456,278.924,279.396,280.46
2021-04-18 12:00:00,2,2021-04-17 12:00:00,278.41,278.921,276.489,277.501,278.581,276.875,277.735,280.938,277.017,277.539,275.91
2021-04-18 12:00:00,3,2021-04-17 12:00:00,280.217,280.756,280.238,278.009,278.915,278.207,276.784,278.722,281.095,278.846,278.82
2021-04-19 12:00:00,1,2021-04-18 12:00:00,278.771,279.375,281.237,280.051,281.436,279.682,280.251,279.748,280.441,279.097,282.51
2021-04-19 12:00:00,2,2021-04-18 12:00:00,282.956,280.406,281.141,278.824,283.638,280.645,279.351,282.411,282.915,280.543,279.04
2021-04-19 12:00:00,3,2021-04-18 12:00:00,280.584,279.995,278.31,279.144,280.28,277.795,279.716,278.087,279.944,278.741,280.0
2021-04-20 12:00:00,1,2021-04-19 12:00:00,280.045,280.69,279.225,280.559,280.604,282.123,280.599,279.124,281.267,280.918,279.25
2021-04-20 12:00:00,2,2021-04-19 12:00:00,279.635,277.795,278.96,279.279,283.907,281.099,280.601,279.074,280.131,279.125,277.97
2021-04-20 12:00:00,3,2021-04-19 12:00:00,277.104,278.861,278.671,277.86,279.435,274.814,276.656,277.257,279.795,278.551,275.38
2021-04-21 12:00:00,1,2021-04-20 12:00:00,277.738,276.537,275.7,276.289,277.033,277.713,275.634,277.532,276.791,274.079,274.24
2021-04-21 12:00:00,2,2021-04-20 12:00:00,279.611,279.5,280.027,279.944,279.748,278.094,278.446,278.53,278.829,279.271,279.19
2021-04-21 12:00:00,3,2021-04-20 12:00:00,276.764,276.752,274.275,276.854,277.902,278.36,275.305,278.225,277.151,274.648,275.38
2021-04-22 12:00:00,1,2021-04-21 12:00:00,273.855,273.994,273.597,274.575,273.356,272.555,273.75,274.642,275.029,273.889,275.16
2021-04-22 12:00:00,2,2021-04-21 12:00:00,275.189,274.203,276.489,274.816,275.284,272.381,275.783,275.563,272.917,276.21,274.73
2021-04-22 12:00:00,3,2021-04-21 12:00:00,273.773,273.005,274.645,272.803,273.097,272.346,272.494,274.496,274.21,274.342,274.08
2021-04-23 12:00:00,1,2021-04-22 12:00:00,276.639,278.76,278.031,276.519,276.982,278.365,278.318,276.352,275.35,277.278,275.52
2021-04-23 12:00:00,2,2021-04-22 12:00:00,277.598,276.335,275.828,278.334,277.393,275.697,277.969,275.898,277.834,275.887,274.81
2021-04-23 12:00:00,3,2021-04-22 12:00:00,274.601,275.767,276.109,276.687,276.169,275.581,274.498,276.922,274.709,276.954,273.99
2021-04-24 12:00:00,1,2021-04-23 12:00:00,275.656,274.145,275.717,275.838,274.878,274.755,274.246,274.557,277.119,275.744,276.89
2021-04-24 12:00:00,2,2021-04-23 12:00:00,273.038,275.212,276.631,276.203,275.828,273.578,274.578,274.17,275.141,276.199,276.33
2021-04-24 12:00:00,3,2021-04-23 12:00:00,273.457,274.551,274.327,275.023,273.151,273.21,275.491,271.677,272.245,274.934,273.39
2021-04-25 12:00:00,1,2021-04-24 12:00:00,271.968,272.813,273.922,275.752,274.915,273.13,274.801,273.206,271.864,273.65,272.45
2021-04-25 12:00:00,2,2021-04-24 12:00:00,272.339,272.363,273.271,273.045,274.698,273.003,270.332,272.247,273.332,271.523,274.36
2021-04-25 12:00:00,3,2021-04-24 12:00:00,273.147,274.183,272.499,273.24,272.187,271.343,276.924,272.046,273.313,273.546,274.55
2021-04-26 12:00:00,1,2021-04-25 12:00:00,275.274,273.047,273.797,270.386,273.548,271.222,271.218,271.398,275.683,274.054,273.73
2021-04-26 12:00:00,2,2021-04-25 12:00:00,276.166,274.805,275.145,272.818,270.415,272.278,273.603,275.082,272.817,275.932,273.91
2021-04-26 12:00:00,3,2021-04-25 12:00:00,274.067,273.943,274.558,270.869,272.254,271.946,271.946,272.209,273.866,273.516,272.54
2021-04-27 12:00:00,1,2021-04-26 12:00:00,274.32,275.149,276.381,276.706,277.487,276.449,276.678,275.182,274.938,277.152,274.96
2021-04-27 12:00:00,2,2021-04-26 12:00:00,275.102,273.847,272.5,274.693,272.623,275.426,274.041,275.853,274.797,273.437,272.44
2021-04-27 12:00:00,3,2021-04-26 12:00:00,271.976,272.335,272.96,272.447,275.363,273.051,274.605,270.878,273.02,270.299,270.45
2021-04-28 12:00:00,1,2021-04-27 12:00:00,276.763,278.115,277.743,277.354,277.405,275.875,278.676,276.363,276.644,277.725,278.23
2021-04-28 12:00:00,2,2021-04-27 12:00:00,277.487,276.408,275.778,274.549,278.583,276.169,275.979,276.762,275.722,278.656,273.9
2021-04-28 12:00:00,3,2021-04-27 12:00:00,275.184,275.83,274.763,276.216,275.957,276.848,273.983,275.709,275.051,275.86,271.1
2021-04-29 12:00:00,1,2021-04-28 12:00:00,277.924,277.731,279.108,276.823,277.958,279.996,278.188,278.342,277.909,279.658,277.78
2021-04-29 12:00:00,2,2021-04-28 12:00:00,278.234,277.059,279.401,280.21,278.085,279.013,279.885,278.608,278.804,278.477,278.51
2021-04-29 12:00:00,3,2021-04-28 12:00:00,280.437,281.531,280.749,280.482,280.488,281.742,279.1,281.996,280.418,280.403,280.78
2021-04-30 12:00:00,1,2021-04-29 12:00:00,278.442,279.324,278.959,279.163,279.502,278.262,278.083,277.527,278.264,280.304,278.05
2021-04-30 12:00:00,2,2021-04-29 12:00:00,275.88,274.356,280.62,278.499,276.687,278.321,281.119,279.819,277.971,278.344,280.35
2021-04-30 12:00:00,3,2021-04-29 12:00:00,279.182,277.225,279.461,278.372,276.879,280.669,280.627,281.662,278.001,281.003,279.01
2021-05-01 12:00:00,1,2021-04-30 12:00:00,279.025,277.953,279.041,276.052,277.001,275.707,276.687,277.914,277.692,277.539,277.59
2021-05-01 12:00:00,2,2021-04-30 12:00:00,275.896,272.732,275.685,271.82,275.111,275.241,273.27,274.864,274.869,278.237,275.9
2021-05-01 12:00:00,3,2021-04-30 12:00:00,281.318,277.984,277.648,275.772,280.726,280.042,278.989,278.308,277.244,279.112,278.83
2021-05-02 12:00:00,1,2021-05-01 12:00:00,276.138,277.03,274.892,277.042,275.495,278.099,274.758,274.792,276.49,275.563,276.94
2021-05-02 12:00:00,2,2021-05-01 12:00:00,272.741,275.136,274.367,274.735,272.452,274.757,275.023,272.859,275.481,273.982,273.74
2021-05-02 12:00:00,3,2021-05-01 12:00:00,276.255,278.052,278.545,277.732,276.804,277.596,276.442,274.351,276.427,277.041,276.38
2021-05-03 12:00:00,1,2021-05-02 12:00:00,279.199,279.472,280.003,278.113,277.595,278.426,279.562,280.012,277.891,277.493,279.35
2021-05-03 12:00:00,2,2021-05-02 12:00:00,279.781,278.853,277.33,280.41,279.151,279.4,278.68,279.671,278.96,279.351,277.43
2021-05-03 12:00:00,3,2021-05-02 12:00:00,280.093,279.367,277.153,279.249,279.043,278.368,280.112,279.032,280.054,279.853,279.15
2021-05-04 12:00:00,1,2021-05-03 12:00:00,277.291,277.537,278.333,278.159,276.89,278.97,278.593,279.104,277.499,279.553,277.92
2021-05-04 12:00:00,2,2021-05-03 12:00:00,276.71,277.164,277.504,277.069,277.898,280.025,274.775,279.214,277.112,278.177,275.82
2021-05-04 12:00:00,3,2021-05-03 12:00:00,279.88,277.364,277.292,279.851,278.718,277.264,276.821,280.13,278.915,277.656,280.21
2021-05-05 12:00:00,1,2021-05-04 12:00:00,277.856,277.74,278.911,276.041,276.832,275.514,276.544,278.823,278.542,277.742,276.73
2021-05-05 12:00:00,2,2021-05-04 12:00:00,276.897,278.988,278.179,275.33,279.154,278.156,278.135,279.154,277.587,277.585,277.38
2021-05-05 12:00:00,3,2021-05-04 12:00:00,277.953,279.271,277.706,277.95,279.266,280.593,277.591,279.426,277.809,276.707,276.07
2021-05-06 12:00:00,1,2021-05-05 12:00:00,273.256,277.75,273.127,274.58,277.211,273.418,275.811,275.294,274.567,277.382,276.07
2021-05-06 12:00:00,2,2021-05-05 12:00:00,278.222,276.791,278.323,276.416,278.05,278.921,276.378,274.483,274.222,275.08,276.28
2021-05-06 12:00:00,3,2021-05-05 12:00:00,278.89,275.996,278.169,275.668,273.681,278.156,275.365,277.76,273.95,277.676,276.49
2021-05-07 12:00:00,1,2021-05-06 12:00:00,275.661,275.036,277.106,275.429,275.734,276.648,273.844,274.152,274.22,273.931,275.86
2021-05-07 12:00:00,2,2021-05-06 12:00:00,272.993,271.519,271.313,272.273,272.575,272.135,271.779,271.533,272.736,271.836,273.78
2021-05-07 12:00:00,3,2021-05-06 12:00:00,272.925,272.079,277.297,271.471,276.1,273.804,273.107,272.485,270.574,273.446,273.41
2021-05-08 12:00:00,1,2021-05-07 12:00:00,277.906,280.255,279.202,279.008,278.32,278.296,279.819,279.868,280.218,280.621,280.76
2021-05-08 12:00:00,2,2021-05-07 12:00:00,278.864,278.05,280.527,278.23,279.277,278.079,276.714,281.028,277.267,279.963,280.23
2021-05-08 12:00:00,3,2021-05-07 12:00:00,275.248,275.553,276.186,275.13,276.076,273.773,275.691,274.413,275.277,275.769,276.81
2021-05-09 12:00:00,1,2021-05-08 12:00:00,285.168,284.146,283.828,285.841,284.127,283.934,285.546,283.586,285.388,284.679,286.91
2021-05-09 12:00:00,2,2021-05-08 12:00:00,286.998,288.271,289.435,286.414,288.196,286.658,288.048,286.878,287.76,287.122,287.28
2021-05-09 12:00:00,3,2021-05-08 12:00:00,287.072,290.064,287.955,289.029,289.162,286.976,287.265,288.662,287.7,286.61,285.38
2021-05-10 12:00:00,1,2021-05-09 12:00:00,283.262,283.493,282.566,281.566,282.54,282.881,281.67,282.062,281.951,281.846,283.37
